amount,hour,location_code,device_type,transaction_type,prev_txn_count,fraud
3245.75,19,0,1,2,0,0
36780.2,22,2,2,1,14,1
229.05,10,0,1,2,1,0
731.45,20,0,0,1,2,0
4804.26,12,0,0,0,1,0
104.88,3,1,2,2,11,1
3300.1,15,1,0,0,4,0
1230.87,16,0,1,2,4,0
1045.9,10,0,0,2,2,0
366.8,2,1,0,1,14,1
814.9,12,0,0,2,4,0
188.81,20,0,0,1,3,0
3793.87,21,0,0,1,1,0
231.68,22,1,2,1,17,1
30711.52,3,2,1,2,12,1
4974.18,13,0,1,2,3,0
3162.34,15,0,1,0,5,0
975.65,9,0,0,2,0,0
1044.37,17,1,0,0,2,0
4031.35,11,0,1,0,5,0
3952.29,12,0,1,2,2,0
577.93,13,0,0,2,4,0
155.27,10,0,0,1,5,0
2377.28,8,0,0,0,5,0
4326.6,13,1,0,2,0,0
1503.43,19,0,1,2,0,0
3429.93,20,0,0,0,2,0
1702.03,14,0,1,2,3,0
592.94,20,0,1,1,5,0
23624.13,2,2,1,1,16,1
569.92,20,0,0,0,3,0
3996.34,16,0,0,1,3,0
2622.38,20,0,0,0,4,0
672.13,19,0,0,1,5,0
587.91,12,0,1,2,0,0
4446.15,9,0,0,2,2,0
1056.92,11,0,0,1,4,0
2210.73,9,0,0,0,2,0
48123.41,1,2,2,2,12,1
36695.92,1,1,1,2,16,1
658.94,15,0,0,1,0,0
381.87,22,2,1,2,11,1
3356.97,16,0,0,2,1,0
41105.77,3,2,2,2,15,1
1126.51,21,0,0,1,1,0
3328.59,20,0,0,1,0,0
10079.92,2,2,2,1,16,1
418.7,22,1,1,2,14,1
1200.25,11,0,0,1,0,0
4070.63,17,1,0,2,2,0
1188.17,18,0,1,2,4,0
580.36,17,1,0,2,0,0
888.93,14,0,1,0,5,0
3858.23,14,0,0,2,5,0
14792.53,1,1,1,2,14,1
2240.88,11,0,0,2,5,0
4716.29,14,0,0,2,0,0
2556.5,21,0,0,0,2,0
4838.85,8,0,0,1,0,0
3513.38,14,0,1,1,3,0
2729.6,18,0,0,0,1,0
4217.36,13,1,0,1,5,0
5522.12,23,2,2,2,10,1
266.34,23,2,2,1,15,1
2764.18,15,1,0,0,1,0
47.07,15,0,1,2,2,0
2734.82,13,0,0,2,3,0
574.58,15,0,0,2,5,0
4297.3,20,0,0,2,0,0
3053.64,11,1,1,2,5,0
399.55,18,0,1,0,2,0
63.8,15,1,1,2,2,0
4802.34,20,0,0,0,0,0
2991.61,12,0,0,2,3,0
2868.0,18,0,1,2,0,0
421.64,16,0,0,1,1,0
1383.06,12,0,1,0,4,0
2962.34,10,1,0,0,2,0
1188.38,10,0,0,0,1,0
4109.58,21,1,0,1,1,0
3632.01,10,0,1,2,2,0
16897.8,1,2,1,2,12,1
4740.83,16,0,0,2,5,0
1320.24,16,1,0,1,3,0
1584.97,16,0,0,2,5,0
4221.91,17,0,0,1,2,0
1283.91,17,1,0,2,5,0
3362.06,20,0,1,1,5,0
907.6,16,0,1,0,0,0
141.56,2,1,2,2,12,1
128.24,9,0,1,2,1,0
3193.4,19,0,0,2,1,0
3820.89,18,0,0,2,1,0
2339.64,9,1,0,1,5,0
3850.93,13,0,0,0,2,0
1919.78,13,0,0,1,1,0
2463.2,11,1,0,2,3,0
29328.45,3,2,0,1,9,1
37739.53,3,1,2,1,8,1
1339.25,19,0,0,2,0,0
4699.22,15,1,0,1,5,0
3928.27,16,0,0,1,5,0
2415.03,17,0,0,2,2,0
3164.41,18,0,0,2,2,0
25683.77,1,1,1,1,12,1
4482.44,18,0,0,0,5,0
955.24,8,0,0,2,4,0
1949.56,20,0,0,2,3,0
91.91,13,0,0,2,0,0
1066.06,18,1,1,2,1,0
1172.37,9,0,1,0,3,0
2360.91,17,0,0,2,5,0
119.98,0,2,2,1,17,1
41786.17,0,1,1,2,20,1
3691.52,14,0,0,2,4,0
1614.41,20,0,0,2,1,0
612.4,10,1,0,2,2,0
2198.48,17,0,0,0,5,0
3889.75,8,1,0,0,0,0
454.73,18,0,0,2,3,0
1038.53,18,0,1,1,3,0
880.82,19,0,1,0,5,0
4751.04,18,0,0,1,0,0
967.4,16,0,1,1,4,0
2325.97,18,0,0,0,1,0
437.51,3,1,0,1,8,1
1432.19,14,0,0,2,3,0
38318.76,1,1,1,1,9,1
3609.08,17,0,0,0,5,0
1634.84,20,0,0,0,0,0
2068.44,11,1,0,0,3,0
281.1,14,0,0,2,3,0
1873.32,15,0,1,1,2,0
644.66,19,0,0,0,0,0
2297.85,10,0,0,1,4,0
3974.09,17,0,1,2,1,0
43563.82,22,2,1,2,8,1
3682.8,11,0,0,1,4,0
4637.2,10,0,0,0,0,0
3669.31,16,0,0,2,3,0
3991.31,21,0,0,1,1,0
377.26,1,1,1,2,11,1
462.65,15,0,0,2,3,0
3738.21,8,1,0,0,5,0
3950.61,13,1,1,2,0,0
362.72,19,0,1,0,2,0
1355.98,17,0,1,0,4,0
3680.71,8,0,0,0,3,0
3098.86,13,0,0,2,4,0
2807.62,20,0,0,1,1,0
3248.05,19,0,1,0,2,0
1343.85,18,1,0,0,0,0
2267.08,16,0,0,2,4,0
2668.42,12,1,1,1,5,0
4045.08,9,0,0,0,0,0
902.09,9,0,0,1,0,0
2486.18,21,0,1,2,0,0
4847.21,16,0,0,1,3,0
3226.33,12,0,0,0,1,0
2602.39,13,1,1,1,5,0
1637.94,17,1,0,1,4,0
168.69,1,2,1,2,20,1
750.06,12,1,0,2,1,0
1433.1,10,0,0,0,0,0
150.59,2,1,0,1,18,1
1725.45,13,1,1,0,4,0
4602.05,14,1,0,1,2,0
4850.08,16,0,1,2,2,0
1455.95,20,0,1,2,3,0
570.34,15,0,0,2,4,0
6115.8,3,2,0,2,8,1
983.6,16,0,0,0,0,0
43225.31,22,2,0,2,13,1
2562.15,8,0,0,0,5,0
1854.08,13,0,0,1,2,0
2232.98,16,0,0,2,3,0
2083.48,15,0,0,2,3,0
2076.41,21,0,0,0,2,0
4338.09,13,0,1,1,0,0
33746.27,22,2,2,1,11,1
1914.65,16,1,0,1,4,0
2800.25,15,0,0,0,1,0
4779.62,21,1,0,2,5,0
2091.2,15,0,0,0,2,0
4852.45,17,0,1,1,4,0
1296.72,18,1,1,0,2,0
2879.99,21,0,0,2,0,0
377.31,1,1,1,2,14,1
4775.28,8,0,0,2,5,0
2573.68,20,0,0,2,1,0
4362.62,21,0,0,2,5,0
488.11,17,0,0,0,1,0
1870.97,15,1,0,0,0,0
2521.38,21,0,1,2,5,0
2632.48,16,0,0,1,0,0
106.95,2,2,0,2,17,1
4849.89,10,0,0,2,0,0
4284.65,10,0,0,0,1,0
8537.22,0,1,1,2,8,1
173.6,18,0,0,0,2,0
18574.06,0,1,2,1,10,1
155.97,10,0,1,1,2,0
2507.67,19,0,1,2,0,0
31016.02,23,1,1,1,20,1
4867.19,9,0,1,2,3,0
2950.42,15,0,0,1,3,0
2575.6,14,0,0,0,3,0
404.91,22,1,0,2,15,1
340.16,23,2,0,2,12,1
2145.1,21,0,0,2,2,0
4992.63,15,0,0,1,4,0
434.09,10,1,0,2,4,0
3709.01,10,0,0,0,2,0
4220.86,14,0,0,1,5,0
3825.67,20,0,1,1,2,0
3019.19,14,1,1,1,1,0
548.99,12,1,0,0,5,0
158.29,19,0,0,1,5,0
341.83,1,2,2,1,20,1
407.03,1,2,2,2,15,1
2716.22,20,0,0,1,0,0
1579.34,14,1,0,0,0,0
3299.8,20,0,1,0,3,0
1568.86,14,1,0,2,5,0
2772.83,16,1,0,2,1,0
1962.62,15,1,1,2,2,0
1429.06,8,0,1,0,1,0
1750.55,19,0,1,1,3,0
242.95,0,1,0,1,18,1
433.77,19,0,0,0,2,0
2696.16,8,1,1,1,4,0
2111.23,8,1,1,0,2,0
1957.21,17,0,0,0,5,0
1686.14,16,0,0,2,2,0
2185.16,15,0,1,0,2,0
1493.33,17,1,0,2,5,0
3590.64,17,0,1,1,2,0
41053.36,2,1,2,2,16,1
2169.79,16,0,0,1,3,0
2581.18,18,0,0,2,5,0
940.64,15,0,1,2,3,0
3192.61,20,1,1,2,5,0
14029.16,1,2,1,2,13,1
4555.67,18,0,0,1,2,0
1289.41,17,0,0,0,0,0
418.82,3,2,2,2,14,1
194.61,10,0,0,0,2,0
1395.8,16,0,1,0,5,0
109.32,21,0,0,2,2,0
4502.97,14,0,1,2,0,0
4199.81,21,0,0,0,4,0
4664.41,16,0,0,0,1,0
3867.45,13,0,1,2,3,0
3721.61,14,0,0,0,1,0
1379.72,14,0,1,0,3,0
3500.39,9,0,1,1,3,0
4815.98,20,0,0,1,5,0
1547.47,18,0,1,2,0,0
3945.34,11,0,1,1,2,0
3505.38,20,0,1,0,3,0
4548.94,14,0,0,0,1,0
4297.63,10,1,1,1,5,0
179.04,21,0,0,1,5,0
4206.56,19,1,0,0,5,0
341.11,14,0,0,2,0,0
3209.81,10,1,1,0,0,0
3144.57,13,0,0,0,1,0
4847.66,21,0,1,2,3,0
1603.48,15,0,0,0,5,0
1644.3,12,0,0,1,2,0
4382.31,21,0,0,0,4,0
3136.24,9,1,0,1,5,0
258.37,17,1,1,1,1,0
21556.41,0,2,1,2,9,1
1023.49,21,0,0,2,3,0
2161.8,11,0,0,2,5,0
909.87,20,0,0,1,2,0
2259.92,11,0,1,2,5,0
61.49,10,0,1,1,5,0
1923.26,14,0,0,0,4,0
193.94,22,1,0,2,16,1
1519.21,14,0,0,2,0,0
1308.6,16,1,0,1,1,0
273.17,0,2,0,1,15,1
4174.84,19,0,0,1,2,0
3809.44,12,0,0,0,2,0
2460.97,10,1,0,0,1,0
13241.36,23,2,1,1,15,1
383.61,3,2,0,1,9,1
1026.43,12,0,0,2,4,0
2820.04,18,0,1,0,4,0
910.86,9,0,0,2,0,0
139.53,18,0,0,1,4,0
539.18,13,0,0,0,3,0
3300.44,15,0,1,2,0,0
228.75,17,1,0,2,5,0
3986.4,10,0,0,2,2,0
287.06,9,1,0,1,2,0
4824.63,21,1,0,0,1,0
3898.89,12,0,0,1,3,0
3681.35,12,0,0,2,0,0
2567.63,15,1,0,1,2,0
2120.7,20,1,0,2,1,0
2135.4,8,0,0,2,1,0
3570.33,15,0,0,1,3,0
41069.51,23,2,0,2,12,1
2758.91,8,0,1,1,3,0
327.39,2,2,2,1,20,1
578.42,18,1,0,0,3,0
381.75,22,2,2,2,17,1
1712.92,21,0,0,0,0,0
3023.62,21,0,0,2,0,0
168.69,3,2,2,2,12,1
4868.9,13,1,0,0,1,0
13586.09,0,1,1,1,18,1
4211.19,21,0,0,1,3,0
23984.57,23,2,1,2,8,1
2929.69,11,0,1,1,0,0
522.19,21,1,0,1,5,0
3657.35,12,0,0,1,3,0
3625.1,18,1,0,2,0,0
2115.38,13,0,0,2,3,0
593.42,17,0,0,2,3,0
176.88,3,1,2,1,17,1
1702.03,17,1,0,1,5,0
4798.46,21,0,0,0,4,0
3455.89,9,1,0,0,1,0
2465.51,20,1,0,1,1,0
244.73,8,0,0,1,5,0
4140.64,16,0,0,1,3,0
324.79,2,2,1,1,20,1
1344.51,10,0,1,0,3,0
4812.65,20,0,0,2,4,0
4736.5,21,0,1,0,1,0
4354.77,13,0,1,1,5,0
2533.92,19,0,0,2,2,0
697.35,21,0,0,1,0,0
4046.83,13,0,1,0,0,0
3578.13,14,0,1,2,1,0
3769.25,14,0,0,1,3,0
4490.45,21,0,0,1,1,0
3590.23,16,0,0,1,2,0
3863.37,14,0,0,0,5,0
763.1,17,0,1,2,5,0
4862.61,14,1,1,2,4,0
3609.82,13,0,0,1,4,0
742.69,14,1,1,0,4,0
3094.14,15,0,1,1,1,0
430.48,16,0,0,2,5,0
638.64,16,0,0,0,4,0
2610.94,20,0,0,0,4,0
1214.04,20,0,1,1,4,0
249.19,0,1,2,1,15,1
3686.19,15,0,0,2,4,0
4471.86,18,0,0,1,2,0
4076.43,17,0,1,1,4,0
534.98,16,0,0,1,0,0
24156.15,0,2,0,2,11,1
1852.41,16,1,1,2,4,0
4360.48,17,1,1,1,3,0
4738.67,19,1,0,0,4,0
37001.78,23,1,1,2,8,1
4719.96,13,0,1,1,0,0
30729.41,0,2,1,2,12,1
149.58,10,0,1,1,0,0
1532.46,12,0,0,2,3,0
29639.18,3,2,2,2,17,1
1695.4,14,1,1,2,1,0
2528.27,15,1,1,1,1,0
1632.5,20,1,0,0,3,0
238.59,18,1,1,1,5,0
109.92,22,1,2,1,11,1
2713.21,20,0,1,2,1,0
2517.66,8,0,1,2,1,0
1381.79,11,0,1,2,3,0
29009.47,3,1,1,2,10,1
4298.79,13,1,0,0,0,0
2712.94,12,0,0,1,0,0
4760.35,18,0,0,2,2,0
3568.66,12,1,0,1,1,0
1627.52,14,0,0,0,1,0
2933.7,15,1,0,1,0,0
2769.52,9,1,0,1,5,0
4431.03,12,0,0,2,5,0
1529.71,14,1,0,2,4,0
4838.91,13,0,0,2,3,0
2779.65,8,0,0,2,2,0
845.07,8,1,0,2,2,0
1906.59,13,0,1,2,2,0
325.23,0,2,2,1,10,1
4993.12,14,0,1,2,2,0
4726.64,18,0,1,1,2,0
4914.3,13,0,0,2,2,0
36133.03,22,2,0,1,18,1
2782.84,19,1,0,2,0,0
3248.35,9,0,1,1,5,0
250.55,3,1,2,1,9,1
4680.94,15,0,0,2,0,0
3405.29,19,0,0,0,4,0
4043.18,11,0,0,1,0,0
4522.59,19,0,0,0,5,0
4350.01,17,1,0,2,1,0
2832.31,18,0,0,2,1,0
645.75,17,0,1,2,2,0
3392.44,19,0,1,2,3,0
24220.15,2,2,1,2,9,1
2337.8,13,0,1,0,0,0
2105.69,15,0,0,1,1,0
4400.81,20,0,1,0,5,0
381.38,11,0,0,1,2,0
111.15,0,2,1,1,9,1
4793.47,21,0,0,2,1,0
3880.21,17,1,0,2,3,0
436.73,8,0,0,1,5,0
467.65,0,2,2,2,9,1
120.88,3,1,2,2,11,1
3938.71,17,0,0,1,3,0
4400.01,17,0,0,2,5,0
2275.39,13,0,0,0,0,0
346.98,20,0,1,0,5,0
1783.05,15,1,0,0,1,0
311.79,12,1,1,2,2,0
4426.37,20,0,0,1,2,0
1462.12,8,0,0,0,4,0
2801.1,8,1,0,0,1,0
1014.09,9,0,0,2,3,0
4908.82,17,0,1,2,2,0
2098.87,10,0,0,0,3,0
28.44,11,0,0,2,1,0
3674.85,21,0,1,1,1,0
4131.33,8,0,0,0,2,0
10183.52,23,2,0,1,11,1
878.82,12,0,0,2,1,0
117.22,21,0,0,0,5,0
454.0,1,2,1,1,13,1
3307.27,16,1,1,0,0,0
46587.0,22,2,2,2,13,1
4884.16,11,0,1,2,1,0
1477.68,10,0,0,0,5,0
4364.66,21,1,0,2,0,0
3956.29,17,0,0,2,3,0
3228.26,16,0,0,2,3,0
3564.6,16,1,1,1,3,0
2010.32,20,0,0,0,1,0
1179.34,11,0,0,1,4,0
4212.89,12,0,0,0,2,0
1764.01,17,0,0,2,4,0
2260.79,14,1,0,1,2,0
133.32,15,0,0,2,0,0
421.19,21,0,0,0,0,0
318.41,1,2,1,2,19,1
3420.18,12,0,1,2,1,0
3763.64,19,0,0,1,2,0
3917.03,14,1,1,2,0,0
2567.6,20,0,0,0,1,0
1057.07,11,1,1,1,2,0
1571.93,11,1,1,1,1,0
4265.34,8,0,0,2,1,0
3690.91,15,0,0,0,3,0
3764.85,20,0,0,2,0,0
170.69,10,0,0,2,5,0
4568.71,17,1,0,0,3,0
289.91,22,2,2,2,9,1
3377.0,10,0,1,2,3,0
464.54,2,1,0,2,18,1
2278.32,13,0,0,1,3,0
4947.09,10,1,0,2,0,0
4518.0,11,0,0,1,3,0
3326.65,10,0,1,0,4,0
2299.73,11,0,0,1,0,0
3027.59,11,0,1,1,3,0
204.99,9,0,1,1,2,0
3560.41,12,1,1,0,3,0
4499.92,19,1,0,1,5,0
2846.82,14,0,0,0,2,0
2692.77,18,0,1,2,5,0
4543.69,14,0,0,0,0,0
3898.98,14,1,0,1,1,0
2315.75,9,1,0,1,5,0
979.88,8,0,0,0,5,0
1641.95,19,1,0,1,0,0
385.43,1,2,1,1,10,1
3038.27,10,0,0,2,5,0
397.07,20,0,1,1,1,0
897.74,19,0,1,2,1,0
248.25,18,0,0,2,2,0
2994.45,8,1,0,0,2,0
1007.73,8,1,0,0,2,0
3402.32,9,0,0,2,1,0
229.58,16,0,0,1,4,0
3126.5,16,1,0,0,1,0
1788.96,10,0,0,2,2,0
188.04,23,2,0,1,11,1
3839.28,15,0,1,2,4,0
4794.62,17,0,1,2,3,0
4861.14,19,0,0,0,5,0
3440.56,21,1,0,1,0,0
2928.75,14,0,1,2,5,0
1170.47,17,0,0,0,5,0
1225.05,9,0,0,1,3,0
766.68,11,0,0,2,4,0
2223.75,13,0,0,1,5,0
207.6,20,1,1,1,0,0
3666.3,13,0,0,2,0,0
3327.72,11,0,1,1,4,0
2216.94,8,0,0,0,1,0
49640.57,0,1,2,1,11,1
2136.51,15,0,0,2,1,0
890.24,11,0,0,2,3,0
1014.79,21,1,0,1,3,0
2358.39,14,1,0,1,0,0
2142.29,9,0,1,2,1,0
886.56,14,1,0,1,2,0
3033.46,9,0,0,2,3,0
4580.58,8,0,1,2,5,0
2028.33,14,1,1,1,3,0
3208.19,17,0,0,0,0,0
2831.82,11,1,0,2,2,0
2447.73,19,0,1,0,5,0
2125.54,11,0,0,0,2,0
3384.69,19,0,0,2,3,0
745.22,11,0,0,0,0,0
4584.33,14,0,1,0,3,0
2139.66,19,0,1,2,5,0
2933.95,19,1,1,0,0,0
3884.91,13,0,0,2,1,0
1995.47,12,0,0,1,0,0
267.14,23,2,2,2,10,1
939.95,10,0,0,0,4,0
2258.35,21,0,0,0,0,0
4046.99,11,0,0,1,5,0
554.78,18,0,0,1,0,0
1390.77,13,0,1,0,3,0
3804.3,8,0,0,0,5,0
4937.23,9,0,1,0,3,0
4933.63,20,0,0,1,2,0
1689.05,18,0,0,0,2,0
1898.02,8,0,0,0,0,0
3493.86,19,0,0,2,0,0
1404.26,19,0,0,1,4,0
4349.7,16,1,1,0,0,0
4787.2,21,0,0,2,2,0
4847.32,19,0,1,1,1,0
2006.42,17,0,0,1,3,0
4286.07,9,1,0,2,1,0
4349.73,17,0,0,1,0,0
3367.91,16,1,0,1,0,0
2707.39,11,0,0,2,5,0
24570.2,2,2,1,1,19,1
2386.27,18,0,1,0,4,0
2464.38,20,0,0,2,4,0
464.07,23,2,0,1,12,1
8945.62,23,1,2,2,10,1
4769.85,17,0,0,0,4,0
4236.27,14,0,0,2,1,0
3011.47,11,0,0,0,4,0
1586.16,21,0,0,1,5,0
3010.71,10,0,1,1,2,0
3445.43,12,1,1,0,3,0
4831.85,8,0,0,2,1,0
4671.89,11,0,0,1,5,0
4921.12,18,0,0,2,3,0
3392.04,13,1,0,0,4,0
1418.71,11,1,0,0,2,0
2905.53,20,0,1,1,3,0
2889.44,15,1,0,0,1,0
3743.68,19,0,0,2,4,0
443.37,3,1,0,1,13,1
906.19,8,0,1,2,2,0
4847.97,18,1,0,0,0,0
2447.75,19,0,1,2,3,0
4954.92,18,0,0,2,3,0
3268.79,13,0,0,0,0,0
33863.42,0,2,1,1,20,1
1925.58,18,1,0,2,1,0
7857.42,3,1,1,2,9,1
2927.18,19,0,0,2,0,0
2998.92,10,0,1,1,2,0
10796.72,0,2,0,1,9,1
1823.8,16,0,0,2,0,0
240.32,16,0,1,2,3,0
225.17,22,1,2,1,18,1
1192.89,11,0,0,0,1,0
1087.82,13,0,0,2,4,0
2753.19,12,1,1,0,3,0
4723.31,18,1,1,0,4,0
3150.92,12,0,1,1,4,0
4103.52,17,0,0,0,2,0
2173.37,8,0,0,1,0,0
3422.37,14,0,0,2,0,0
1673.92,12,0,0,1,0,0
49076.83,0,1,2,2,17,1
2452.71,16,0,1,2,2,0
3040.65,8,0,0,1,1,0
3708.33,20,1,0,2,1,0
3435.74,19,0,1,0,1,0
3679.02,8,0,1,0,5,0
3536.16,10,1,0,1,4,0
4762.6,16,0,0,2,0,0
2038.1,13,0,1,0,0,0
4723.94,10,0,0,2,2,0
2468.83,21,0,0,2,4,0
690.64,15,0,0,0,4,0
4157.84,8,1,1,2,5,0
4970.17,18,0,1,1,1,0
4409.95,16,0,0,0,2,0
2572.77,8,1,0,1,1,0
574.92,18,0,1,0,2,0
1474.5,11,0,1,2,4,0
4615.13,18,0,0,2,3,0
284.14,2,1,0,2,19,1
1778.76,9,1,0,0,0,0
4492.67,14,0,0,0,1,0
1257.92,15,1,0,1,2,0
918.91,20,0,0,1,5,0
817.39,13,1,0,1,5,0
955.75,8,0,0,1,5,0
167.69,18,0,0,2,2,0
27008.05,2,2,2,2,10,1
9854.58,2,1,2,1,8,1
1716.94,17,0,0,1,2,0
422.17,14,0,1,0,5,0
1254.59,20,0,0,2,1,0
2151.07,15,0,1,2,4,0
951.27,21,0,0,0,1,0
1376.3,11,0,0,0,4,0
4322.24,14,1,1,1,5,0
1164.59,13,1,0,0,4,0
267.71,9,0,0,1,2,0
1242.13,8,0,0,0,0,0
1614.66,12,1,0,2,0,0
1268.54,15,0,0,1,0,0
5614.77,2,2,2,2,19,1
2648.49,13,0,1,1,1,0
445.2,9,0,1,2,4,0
31395.27,1,2,0,1,16,1
1514.07,15,0,1,2,1,0
320.2,22,2,1,2,18,1
4554.23,9,1,0,2,4,0
842.84,12,0,0,0,4,0
176.08,3,1,0,2,20,1
2816.31,14,1,1,1,1,0
808.26,11,0,1,1,4,0
2629.59,12,0,0,2,2,0
863.66,8,0,0,0,5,0
470.9,0,1,0,1,8,1
3166.45,13,0,0,2,4,0
676.59,17,0,0,0,5,0
4120.6,11,0,0,1,0,0
4893.05,20,0,1,2,5,0
3271.93,21,0,0,0,2,0
2911.92,20,1,0,1,1,0
2174.74,10,1,0,1,1,0
4079.02,10,0,1,1,5,0
1417.12,12,0,0,1,5,0
356.51,9,1,0,1,5,0
510.07,16,0,1,0,4,0
22279.57,23,1,0,1,20,1
11418.6,0,1,2,2,19,1
403.87,1,2,1,2,10,1
2721.65,12,0,0,0,0,0
521.7,21,1,0,0,1,0
158.95,1,2,2,1,15,1
559.47,9,0,0,0,4,0
1808.5,9,0,1,0,1,0
1680.54,10,1,0,2,5,0
4088.82,13,0,0,1,5,0
1334.09,19,0,0,0,5,0
278.68,0,1,2,2,19,1
461.24,10,0,0,1,2,0
2411.15,14,0,0,2,1,0
2750.65,16,1,1,2,1,0
2908.43,14,0,1,0,1,0
1024.16,21,0,0,2,3,0
4604.39,8,0,0,0,2,0
4177.07,16,1,0,0,1,0
11201.06,3,1,2,2,13,1
332.64,22,1,0,1,13,1
104.99,1,1,1,1,19,1
4743.39,15,1,1,1,3,0
3478.59,12,0,0,0,5,0
38800.98,3,2,2,2,16,1
1297.43,17,0,1,0,3,0
1366.15,9,1,0,2,1,0
289.37,14,0,1,2,4,0
4083.81,15,1,0,2,5,0
1908.17,8,0,1,1,1,0
530.85,13,0,0,0,2,0
541.15,11,0,0,0,4,0
4645.79,11,0,0,2,4,0
49392.23,2,1,1,1,13,1
4793.15,16,0,0,1,5,0
656.16,18,0,0,1,5,0
2515.36,20,0,0,2,3,0
4344.5,8,0,0,0,5,0
4426.28,9,0,0,2,5,0
497.37,3,1,1,2,13,1
4700.36,8,1,0,0,4,0
4789.54,17,1,0,0,1,0
1554.31,21,0,0,0,3,0
4670.01,10,0,0,2,2,0
364.89,19,1,0,1,2,0
2215.36,10,0,1,1,0,0
1439.97,14,0,0,1,4,0
4759.75,13,0,1,1,4,0
4387.39,18,0,1,2,0,0
1231.39,21,0,0,0,2,0
2854.4,21,0,0,1,3,0
1750.85,15,1,0,0,1,0
4587.21,14,1,0,1,2,0
20409.06,23,2,0,2,15,1
12008.35,2,1,2,2,8,1
1813.49,14,1,0,0,1,0
4762.75,18,1,0,1,5,0
717.13,12,1,0,1,5,0
2103.99,11,0,0,0,0,0
2147.96,20,0,0,0,2,0
2412.83,16,0,1,1,2,0
2855.31,21,0,1,2,1,0
346.6,23,2,0,1,15,1
2501.73,13,0,1,1,2,0
28.34,15,0,1,1,5,0
496.16,11,0,0,2,4,0
3008.11,11,0,0,0,5,0
81.7,21,0,0,1,2,0
4339.25,19,1,1,1,3,0
1767.18,16,1,1,1,0,0
2299.07,13,0,1,2,1,0
1913.62,21,1,1,1,5,0
4625.5,21,0,0,0,0,0
3084.52,14,0,0,2,4,0
507.41,15,0,1,1,3,0
3885.86,16,1,0,0,3,0
1759.21,20,1,0,2,5,0
1984.69,13,0,1,1,2,0
1329.59,21,1,1,0,0,0
2078.22,8,0,0,1,4,0
3003.13,13,0,1,1,1,0
1962.51,17,1,0,2,3,0
33632.31,3,2,2,1,14,1
3552.31,10,0,1,2,3,0
3139.69,12,0,0,0,0,0
24683.95,0,1,2,2,8,1
661.3,15,0,0,0,5,0
1491.35,16,0,1,1,2,0
1381.8,10,0,1,2,0,0
46723.96,2,2,0,1,9,1
1813.01,21,0,0,0,3,0
2074.17,15,0,0,2,3,0
1574.48,15,0,0,1,0,0
3301.08,18,0,0,1,2,0
3073.27,16,0,0,2,5,0
616.63,17,0,1,0,4,0
770.05,21,0,0,0,0,0
1106.39,19,0,0,1,3,0
468.84,19,0,0,2,3,0
4731.32,11,0,0,0,5,0
3589.09,14,0,1,2,2,0
1036.89,19,1,0,1,3,0
1365.38,13,0,1,1,3,0
1770.7,18,0,0,0,0,0
1272.53,14,0,1,2,4,0
159.37,10,0,0,0,2,0
1083.55,13,0,0,1,0,0
35973.16,3,2,0,1,14,1
1068.54,11,0,1,1,5,0
4417.08,21,0,1,2,3,0
2181.24,21,0,0,0,0,0
2497.77,12,1,0,0,3,0
1640.78,14,0,1,0,2,0
40248.75,3,2,0,2,8,1
4590.07,8,0,1,0,0,0
4150.12,14,0,0,1,2,0
2786.13,13,1,1,0,3,0
4919.01,15,0,0,2,0,0
7152.54,2,2,0,1,9,1
4511.46,13,0,1,0,2,0
224.91,8,0,0,1,2,0
3959.43,14,0,1,0,1,0
608.19,13,0,1,1,5,0
620.52,16,0,1,1,5,0
1409.62,20,1,0,0,2,0
3559.08,13,0,1,2,5,0
3477.18,9,1,0,0,0,0
2345.6,14,0,0,0,2,0
2956.12,16,0,0,2,3,0
4239.71,9,0,0,1,3,0
4339.75,16,0,0,0,0,0
829.18,12,0,0,1,0,0
1210.17,15,0,0,0,3,0
2268.23,12,0,1,0,2,0
761.44,16,1,1,1,0,0
1854.84,8,1,1,1,1,0
2019.03,17,0,1,2,3,0
554.72,8,0,0,0,0,0
6605.96,22,1,1,1,17,1
2028.35,14,0,0,2,5,0
1036.26,20,0,0,2,2,0
1446.73,8,0,0,2,5,0
3697.32,21,0,0,1,5,0
13430.5,0,2,1,2,8,1
1326.26,9,0,1,0,4,0
2373.94,8,1,0,1,0,0
372.02,1,1,0,1,9,1
3682.83,15,1,1,1,4,0
2437.12,13,1,0,1,2,0
4457.06,20,1,0,1,5,0
3201.96,10,1,0,2,1,0
164.18,17,1,0,0,5,0
46429.13,2,2,2,1,12,1
1750.39,13,1,1,1,2,0
215.05,16,0,1,0,3,0
2837.08,20,0,0,0,0,0
3430.09,15,0,1,1,4,0
821.25,15,0,0,1,0,0
1094.24,21,0,0,1,2,0
20851.5,2,1,1,2,20,1
3329.31,20,0,0,2,2,0
37987.39,2,1,0,2,13,1
3395.04,14,1,0,0,2,0
2988.63,10,1,1,1,4,0
200.01,22,1,1,2,9,1
4635.39,15,0,0,1,0,0
225.3,3,2,1,2,14,1
2311.35,16,0,0,0,1,0
1518.62,11,0,0,2,4,0
4389.37,8,1,0,1,5,0
449.96,0,1,0,2,18,1
428.78,23,2,0,1,19,1
2558.49,19,0,1,0,4,0
38319.09,23,1,1,2,19,1
42.18,15,0,0,0,0,0
4399.82,16,0,0,0,0,0
